cnt,temp,hum,windspeed
235,0.26,0.81,0.2836
243,0.26,0.81,0.2537
124,0.3,0.61,0.2985
146,0.22,0.75,0.4179
144,0.22,0.69,0.4627
108,0.22,0.47,0.6567
87,0.2,0.4,0.5522
63,0.16,0.43,0.5522
48,0.14,0.43,0.6418
46,0.14,0.39,0.3881
20,0.12,0.5,0.4925
21,0.1,0.68,0.3881
24,0.08,0.79,0.4627
27,0.1,0.58,0.5821
14,0.1,0.46,0.6866
1,0.1,0.46,0.7164
3,0.1,0.49,0.3881
2,0.1,0.49,0.3881
18,0.08,0.53,0.194
26,0.08,0.53,0.2537
63,0.1,0.49,0.2985
91,0.12,0.42,0.3582
124,0.12,0.42,0.2985
140,0.14,0.39,0.6418
138,0.16,0.4,0.4478
111,0.16,0.4,0.5224
155,0.16,0.4,0.5522
164,0.2,0.34,0.4627
87,0.18,0.37,0.4179
96,0.16,0.4,0.4627
80,0.16,0.4,0.2836
57,0.14,0.42,0.3284
36,0.14,0.43,0.2985
28,0.14,0.43,0.1642
23,0.14,0.43,0.2239
9,0.14,0.46,0.2239
6,0.12,0.5,0.2239
4,0.14,0.46,0.194
1,0.12,0.54,0.1045
2,0.12,0.54,0.0896
17,0.1,0.58,0.1343
72,0.1,0.54,0.2239
195,0.1,0.54,0.194
417,0.1,0.54,0.1343
205,0.12,0.5,0.194
71,0.14,0.5,0.1343
90,0.22,0.37,0.194
118,0.28,0.28,0.3284
140,0.32,0.22,0.2239
135,0.34,0.23,0.1045
155,0.36,0.27,0.1343
211,0.36,0.23,0.194
407,0.36,0.23,0.194
405,0.34,0.25,0.2537
263,0.34,0.25,0.1343
214,0.3,0.42,0.1642
147,0.28,0.45,0.1343
102,0.26,0.56,0.1045
36,0.28,0.41,0.0
14,0.26,0.6,0.0
6,0.26,0.56,0.0
3,0.28,0.41,0.0
3,0.26,0.52,0.0
2,0.26,0.65,0.1045
22,0.26,0.65,0.1045
90,0.26,0.56,0.0
280,0.24,0.6,0.0896
513,0.24,0.7,0.0
262,0.26,0.56,0.0896
98,0.26,0.6,0.1343
112,0.3,0.45,0.1642
172,0.3,0.52,0.2239
173,0.36,0.4,0.2537
124,0.4,0.4,0.2239
145,0.42,0.38,0.4478
266,0.42,0.35,0.2985
523,0.42,0.38,0.3582
406,0.38,0.46,0.2985
281,0.36,0.5,0.1642
184,0.38,0.46,0.1343
109,0.36,0.5,0.1045
77,0.36,0.5,0.1045
57,0.36,0.5,0.0896
22,0.32,0.57,0.0
5,0.34,0.53,0.0
4,0.3,0.61,0.0
3,0.28,0.75,0.0
1,0.28,0.7,0.1045
25,0.28,0.7,0.1045
95,0.3,0.61,0.1343
321,0.3,0.65,0.194
515,0.32,0.61,0.3582
231,0.32,0.61,0.3284
120,0.34,0.57,0.2985
138,0.36,0.53,0.2836
163,0.38,0.46,0.3881
170,0.4,0.43,0.2836
134,0.42,0.41,0.3582
171,0.42,0.41,0.2239
231,0.42,0.38,0.194
487,0.42,0.38,0.194
468,0.4,0.4,0.2239
311,0.38,0.43,0.1642
211,0.36,0.46,0.1642
178,0.34,0.53,0.1642
107,0.34,0.49,0.1045
58,0.34,0.53,0.0896
23,0.3,0.7,0.1343
5,0.3,0.7,0.0
7,0.3,0.7,0.0896
1,0.3,0.61,0.0
3,0.3,0.7,0.0896
20,0.3,0.7,0.0
87,0.3,0.7,0.0896
288,0.3,0.7,0.1343
498,0.3,0.7,0.0896
202,0.3,0.7,0.1642
44,0.32,0.7,0.1343
71,0.32,0.7,0.1045
45,0.32,0.76,0.0896
64,0.34,0.71,0.2537
31,0.32,0.81,0.194
53,0.34,0.76,0.0
118,0.34,0.81,0.0
289,0.34,0.87,0.0
353,0.34,0.87,0.1343
258,0.32,0.87,0.1642
216,0.32,0.87,0.1343
145,0.34,0.81,0.1045
111,0.32,0.81,0.0
73,0.32,0.81,0.0896
34,0.3,0.87,0.0
18,0.3,0.93,0.0
12,0.3,0.93,0.1045
1,0.28,0.93,0.1045
1,0.28,0.93,0.194
16,0.28,0.93,0.1642
71,0.28,0.96,0.1343
226,0.28,0.93,0.1045
520,0.26,1.0,0.0
283,0.26,1.0,0.0
116,0.34,0.71,0.2836
142,0.36,0.62,0.4179
198,0.38,0.46,0.3881
205,0.4,0.43,0.3582
170,0.4,0.37,0.3582
221,0.42,0.35,0.4179
307,0.42,0.32,0.2985
465,0.42,0.32,0.3284
377,0.4,0.35,0.2537
282,0.38,0.37,0.2239
171,0.4,0.35,0.194
129,0.38,0.37,0.194
107,0.36,0.4,0.2239
82,0.36,0.4,0.194
86,0.34,0.42,0.1642
45,0.32,0.49,0.1642
45,0.3,0.61,0.2537
18,0.28,0.65,0.1045
7,0.26,0.7,0.0
1,0.24,0.7,0.0896
9,0.24,0.7,0.0
41,0.24,0.7,0.0
102,0.22,0.87,0.0
138,0.22,0.8,0.1045
205,0.26,0.81,0.1045
286,0.32,0.57,0.1343
369,0.36,0.43,0.194
384,0.4,0.43,0.2836
427,0.44,0.35,0.3582
499,0.42,0.41,0.2537
404,0.44,0.44,0.3284
364,0.48,0.36,0.2836
246,0.46,0.38,0.2985
188,0.44,0.44,0.1642
148,0.44,0.44,0.1642
114,0.44,0.33,0.2985
118,0.4,0.4,0.4478
74,0.36,0.4,0.3881
74,0.34,0.39,0.3582
72,0.32,0.39,0.2537
48,0.3,0.36,0.2836
15,0.3,0.36,0.2239
3,0.28,0.41,0.3881
2,0.26,0.48,0.2985
5,0.24,0.52,0.3284
14,0.24,0.52,0.2836
56,0.24,0.56,0.194
93,0.24,0.56,0.2537
191,0.26,0.52,0.2537
226,0.26,0.56,0.3284
255,0.28,0.52,0.2537
261,0.3,0.49,0.1642
237,0.32,0.45,0.194
253,0.3,0.49,0.194
212,0.32,0.45,0.2836
157,0.3,0.49,0.2537
167,0.3,0.49,0.3284
119,0.3,0.52,0.2537
103,0.3,0.52,0.2836
36,0.26,0.65,0.1642
55,0.24,0.75,0.0896
35,0.22,0.93,0.1642
41,0.24,0.87,0.0896
15,0.24,0.87,0.0896
20,0.24,0.87,0.0896
8,0.24,0.81,0.194
6,0.24,0.6,0.3582
10,0.24,0.52,0.4179
44,0.22,0.55,0.3284
120,0.2,0.59,0.3582
110,0.2,0.59,0.3582
143,0.22,0.55,0.4478
208,0.26,0.48,0.3582
281,0.28,0.45,0.2239
312,0.3,0.42,0.2836
263,0.32,0.36,0.194
289,0.34,0.34,0.2239
280,0.36,0.29,0.1045
253,0.38,0.27,0.2537
242,0.34,0.34,0.2239
172,0.34,0.34,0.2239
126,0.34,0.34,0.194
98,0.3,0.39,0.1642
62,0.3,0.45,0.0896
26,0.3,0.39,0.0
12,0.26,0.65,0.0
7,0.26,0.56,0.0
3,0.24,0.6,0.0
2,0.22,0.64,0.0
15,0.2,0.69,0.0
86,0.2,0.75,0.0
279,0.22,0.64,0.0
464,0.2,0.69,0.0896
217,0.2,0.75,0.1045
85,0.24,0.7,0.194
86,0.26,0.7,0.2836
163,0.3,0.56,0.3881
131,0.34,0.49,0.4179
124,0.32,0.53,0.3881
160,0.34,0.49,0.4179
254,0.36,0.46,0.4179
432,0.38,0.4,0.4478
425,0.38,0.4,0.4478
304,0.36,0.46,0.2985
227,0.34,0.53,0.2537
154,0.34,0.61,0.1642
100,0.34,0.71,0.194
47,0.32,0.66,0.2239
24,0.32,0.66,0.2239
7,0.32,0.7,0.1343
6,0.34,0.66,0.2836
4,0.34,0.71,0.2239
2,0.34,0.71,0.1642
30,0.32,0.7,0.1045
90,0.32,0.76,0.1642
302,0.32,0.76,0.0896
576,0.3,0.75,0.0896
252,0.32,0.7,0.0896
139,0.34,0.71,0.0896
171,0.36,0.66,0.1642
207,0.4,0.62,0.2836
190,0.42,0.54,0.2985
177,0.44,0.54,0.3284
195,0.5,0.31,0.4179
298,0.52,0.29,0.4627
529,0.52,0.32,0.3881
525,0.48,0.41,0.3284
327,0.46,0.44,0.2836
274,0.44,0.47,0.194
239,0.48,0.33,0.2836
147,0.44,0.47,0.2537
62,0.46,0.41,0.2836
42,0.44,0.47,0.2537
15,0.44,0.58,0.2836
9,0.44,0.62,0.2239
6,0.44,0.67,0.194
1,0.4,0.76,0.2239
32,0.4,0.76,0.2239
91,0.36,0.87,0.194
326,0.36,0.81,0.2239
560,0.34,0.87,0.194
242,0.36,0.81,0.2537
148,0.42,0.67,0.194
182,0.48,0.48,0.2836
224,0.5,0.42,0.2537
218,0.52,0.39,0.194
192,0.54,0.37,0.2537
217,0.54,0.33,0.1343
343,0.56,0.32,0.0
610,0.54,0.32,0.1642
522,0.54,0.37,0.1343
369,0.5,0.39,0.0896
269,0.46,0.44,0.1343
222,0.44,0.51,0.2239
137,0.44,0.54,0.2537
85,0.44,0.54,0.0
46,0.44,0.58,0.0896
18,0.44,0.62,0.194
5,0.42,0.77,0.2836
5,0.42,0.82,0.1343
2,0.4,0.87,0.1343
26,0.4,0.87,0.194
82,0.4,0.87,0.1642
272,0.4,0.76,0.2239
469,0.38,0.76,0.3284
244,0.36,0.81,0.2537
141,0.36,0.81,0.1642
163,0.36,0.81,0.1045
228,0.4,0.76,0.1343
183,0.42,0.71,0.1045
31,0.46,0.67,0.1045
94,0.4,0.87,0.194
178,0.4,0.87,0.194
256,0.42,0.94,0.1045
300,0.42,0.94,0.0
233,0.44,0.88,0.1045
167,0.44,0.62,0.4179
152,0.42,0.35,0.806
106,0.4,0.37,0.5821
86,0.38,0.37,0.6866
61,0.36,0.43,0.3881
46,0.34,0.42,0.3582
38,0.32,0.45,0.2537
7,0.3,0.45,0.2985
2,0.3,0.42,0.3284
3,0.3,0.42,0.2985
13,0.3,0.42,0.2985
23,0.28,0.45,0.4478
93,0.26,0.48,0.2985
122,0.22,0.75,0.3284
183,0.26,0.6,0.3582
210,0.3,0.39,0.6119
258,0.32,0.29,0.6567
226,0.32,0.31,0.4925
216,0.32,0.29,0.5522
232,0.32,0.29,0.4179
195,0.32,0.26,0.5821
159,0.3,0.33,0.3582
133,0.3,0.28,0.5821
149,0.26,0.33,0.4478
105,0.26,0.3,0.5522
85,0.24,0.35,0.3284
82,0.24,0.38,0.4627
91,0.24,0.41,0.4179
70,0.24,0.41,0.3582
55,0.24,0.44,0.3284
42,0.24,0.44,0.3284
21,0.24,0.41,0.194
6,0.24,0.41,0.194
5,0.22,0.44,0.2239
2,0.22,0.44,0.3284
22,0.2,0.51,0.2985
59,0.2,0.51,0.2537
87,0.22,0.47,0.2239
188,0.26,0.41,0.1642
227,0.28,0.41,0.2836
305,0.3,0.39,0.1343
325,0.32,0.36,0.0
331,0.34,0.31,0.0
353,0.36,0.29,0.0
339,0.36,0.32,0.2537
287,0.36,0.32,0.2239
216,0.34,0.36,0.2836
143,0.34,0.34,0.1642
88,0.32,0.42,0.1642
83,0.3,0.45,0.1343
71,0.3,0.42,0.2239
64,0.26,0.56,0.1642
29,0.26,0.6,0.2537
6,0.26,0.65,0.2239
4,0.26,0.7,0.2985
2,0.24,0.75,0.1642
1,0.22,0.8,0.1343
16,0.22,0.8,0.1343
90,0.24,0.7,0.2537
280,0.24,0.6,0.2239
528,0.24,0.6,0.0
230,0.26,0.6,0.194
104,0.32,0.45,0.2537
103,0.36,0.43,0.2537
177,0.4,0.37,0.2985
182,0.4,0.43,0.2836
158,0.46,0.36,0.2836
174,0.52,0.25,0.4179
286,0.54,0.26,0.4478
529,0.54,0.24,0.4478
527,0.52,0.27,0.4179
334,0.5,0.29,0.3881
219,0.48,0.33,0.3582
195,0.46,0.36,0.2836
92,0.44,0.44,0.2537
56,0.42,0.5,0.1642
10,0.42,0.54,0.1343
6,0.38,0.62,0.1642
3,0.4,0.54,0.1045
6,0.4,0.32,0.3582
2,0.32,0.42,0.3582
21,0.32,0.42,0.3582
101,0.3,0.45,0.3284
325,0.28,0.45,0.2985
559,0.26,0.48,0.2836
232,0.28,0.45,0.3582
132,0.3,0.42,0.2985
163,0.34,0.36,0.2537
183,0.36,0.34,0.1343
190,0.36,0.32,0.1045
134,0.4,0.28,0.1045
166,0.42,0.26,0.0896
287,0.42,0.28,0.0896
530,0.42,0.26,0.0896
449,0.42,0.28,0.1642
306,0.42,0.26,0.0
204,0.4,0.3,0.1343
188,0.34,0.46,0.1045
101,0.34,0.46,0.1045
65,0.32,0.53,0.2239
32,0.32,0.53,0.1045
6,0.32,0.49,0.1045
4,0.3,0.56,0.2239
2,0.28,0.7,0.0896
29,0.26,0.75,0.0896
104,0.28,0.75,0.0896
253,0.26,0.81,0.1343
116,0.28,0.75,0.1045
38,0.3,0.81,0.1642
10,0.3,0.81,0.1642
10,0.3,0.87,0.194
70,0.32,0.93,0.3284
76,0.36,0.93,0.3582
56,0.36,0.93,0.3582
90,0.4,0.82,0.2836
167,0.4,0.82,0.2239
253,0.4,0.87,0.1642
192,0.4,0.87,0.0
102,0.4,0.87,0.1045
97,0.42,0.88,0.1642
39,0.42,0.88,0.1642
55,0.42,0.94,0.2537
33,0.42,0.94,0.2537
11,0.42,0.94,0.0
12,0.46,0.94,0.1045
6,0.46,0.94,0.2836
3,0.46,0.94,0.2239
5,0.48,0.88,0.194
18,0.48,0.88,0.1642
109,0.42,0.94,0.0
304,0.44,0.94,0.1343
594,0.42,0.94,0.1343
286,0.46,0.77,0.2537
133,0.52,0.55,0.1642
168,0.56,0.43,0.194
220,0.56,0.37,0.2239
211,0.58,0.32,0.2537
211,0.58,0.35,0.2239
223,0.6,0.31,0.2537
361,0.58,0.32,0.2985
600,0.56,0.35,0.2985
525,0.54,0.34,0.3582
328,0.48,0.41,0.3284
254,0.44,0.44,0.4179
197,0.42,0.47,0.4627
126,0.38,0.5,0.2537
85,0.36,0.5,0.2239
46,0.34,0.53,0.1642
20,0.34,0.49,0.2239
6,0.34,0.53,0.2836
3,0.32,0.57,0.194
2,0.32,0.61,0.0
24,0.3,0.7,0.0
92,0.3,0.7,0.0
262,0.3,0.7,0.0
549,0.28,0.75,0.0896
314,0.3,0.81,0.0
132,0.36,0.5,0.1642
194,0.38,0.46,0.194
234,0.4,0.43,0.1642
222,0.42,0.44,0.2239
205,0.44,0.44,0.2836
78,0.42,0.5,0.2985
50,0.4,0.58,0.2985
128,0.36,0.81,0.2239
160,0.36,0.87,0.194
174,0.36,0.87,0.194
100,0.36,0.87,0.194
101,0.36,0.87,0.0896
75,0.36,0.87,0.0
23,0.36,0.87,0.0
22,0.36,0.93,0.0896
44,0.36,0.93,0.0
38,0.36,0.93,0.0896
21,0.36,0.93,0.1642
2,0.36,0.93,0.194
2,0.36,0.93,0.0896
7,0.36,0.93,0.0896
16,0.36,0.93,0.1343
48,0.36,0.93,0.0
94,0.38,0.87,0.0896
168,0.4,0.87,0.0
214,0.4,0.87,0.0896
299,0.42,0.67,0.2537
339,0.44,0.51,0.2836
430,0.46,0.44,0.3582
399,0.48,0.29,0.2985
467,0.5,0.27,0.2985
385,0.5,0.23,0.3284
303,0.5,0.25,0.2537
225,0.46,0.33,0.1642
149,0.44,0.3,0.1343
154,0.46,0.19,0.3284
134,0.44,0.21,0.1343
106,0.42,0.24,0.0
72,0.4,0.3,0.3582
76,0.38,0.34,0.194
80,0.36,0.4,0.1642
26,0.36,0.43,0.1343
14,0.34,0.46,0.194
5,0.34,0.46,0.2239
5,0.3,0.52,0.2985
23,0.3,0.52,0.2985
66,0.3,0.52,0.3284
118,0.3,0.49,0.4478
192,0.3,0.49,0.3284
256,0.32,0.45,0.3881
327,0.34,0.42,0.3582
364,0.36,0.37,0.3582
332,0.36,0.34,0.3582
334,0.36,0.32,0.5224
299,0.36,0.29,0.4925
263,0.34,0.31,0.5522
184,0.32,0.33,0.6119
132,0.3,0.36,0.4925
88,0.28,0.38,0.2537
79,0.28,0.36,0.2239
62,0.26,0.41,0.2537
26,0.26,0.41,0.194
17,0.24,0.44,0.194
6,0.24,0.48,0.1343
4,0.24,0.48,0.1343
1,0.22,0.51,0.1642
1,0.2,0.55,0.0896
18,0.2,0.55,0.0896
91,0.18,0.59,0.1343
260,0.18,0.59,0.1343
428,0.2,0.59,0.1045
197,0.22,0.6,0.0896
86,0.24,0.6,0.0
103,0.26,0.56,0.1343
137,0.26,0.52,0.0
120,0.26,0.55,0.2985
128,0.28,0.57,0.3582
130,0.3,0.53,0.194
210,0.3,0.45,0.2985
387,0.3,0.45,0.2985
375,0.28,0.55,0.6567
226,0.26,0.53,0.2239
179,0.26,0.37,0.4627
120,0.26,0.37,0.3881
78,0.24,0.35,0.3284
31,0.22,0.37,0.5821
8,0.22,0.37,0.2985
6,0.2,0.44,0.2537
4,0.2,0.44,0.2239
1,0.18,0.51,0.2836
3,0.18,0.51,0.2985
25,0.18,0.51,0.2239
102,0.18,0.51,0.1045
275,0.16,0.55,0.1343
501,0.16,0.59,0.1045
233,0.22,0.47,0.0
129,0.24,0.44,0.0
130,0.26,0.41,0.1642
138,0.26,0.41,0.1045
164,0.3,0.39,0.1343
136,0.32,0.36,0.2239
166,0.34,0.36,0.2985
250,0.36,0.32,0.2836
446,0.36,0.34,0.2836
457,0.34,0.42,0.3284
287,0.34,0.46,0.2985
187,0.32,0.49,0.194
148,0.32,0.49,0.194
106,0.28,0.56,0.1642
54,0.28,0.61,0.2239
15,0.28,0.65,0.2836
5,0.3,0.61,0.2985
4,0.3,0.56,0.2836
3,0.3,0.56,0.3582
3,0.28,0.61,0.3284
18,0.28,0.56,0.2985
108,0.28,0.61,0.3881
344,0.26,0.65,0.3881
566,0.28,0.61,0.2985
264,0.3,0.61,0.3284
147,0.36,0.5,0.2985
161,0.42,0.38,0.2985
215,0.44,0.38,0.3881
205,0.5,0.34,0.4179
175,0.52,0.36,0.3284
209,0.54,0.37,0.4478
288,0.56,0.37,0.4179
612,0.56,0.43,0.4925
544,0.56,0.4,0.4627
361,0.54,0.42,0.3582
260,0.5,0.51,0.2537
188,0.44,0.62,0.2537
159,0.46,0.59,0.2985
62,0.44,0.62,0.3284
46,0.44,0.62,0.3284
21,0.46,0.63,0.3284
11,0.46,0.63,0.3881
3,0.46,0.63,0.3881
2,0.44,0.72,0.2836
29,0.42,0.77,0.2239
109,0.42,0.77,0.2537
334,0.42,0.77,0.3582
585,0.44,0.77,0.3881
301,0.46,0.72,0.4627
138,0.5,0.68,0.4627
204,0.54,0.6,0.4627
251,0.56,0.6,0.4478
233,0.6,0.49,0.6418
203,0.62,0.43,0.6418
185,0.64,0.38,0.6866
342,0.62,0.41,0.6418
597,0.62,0.38,0.6567
590,0.62,0.38,0.5522
416,0.6,0.4,0.4478
302,0.6,0.43,0.3881
233,0.6,0.43,0.3881
153,0.56,0.49,0.3284
94,0.56,0.49,0.4478
54,0.58,0.49,0.4627
26,0.56,0.52,0.4925
11,0.48,0.77,0.4179
7,0.46,0.77,0.5224
1,0.4,0.66,0.2836
29,0.4,0.66,0.2836
85,0.4,0.5,0.3582
268,0.38,0.4,0.2985
501,0.34,0.42,0.5224
284,0.34,0.42,0.5224
159,0.34,0.36,0.4925
187,0.36,0.34,0.3582
201,0.36,0.34,0.4179
224,0.38,0.29,0.3881
178,0.42,0.28,0.4627
238,0.46,0.24,0.2537
343,0.48,0.23,0.4179
566,0.46,0.24,0.3881
470,0.44,0.26,0.5224
244,0.42,0.28,0.6119
159,0.38,0.32,0.3582
141,0.36,0.34,0.3284
107,0.34,0.31,0.4925
86,0.32,0.33,0.2985
77,0.3,0.36,0.3582
51,0.3,0.36,0.2537
42,0.26,0.41,0.2537
16,0.26,0.41,0.2985
4,0.24,0.41,0.3582
10,0.22,0.42,0.2836
12,0.22,0.44,0.2836
40,0.22,0.44,0.2537
111,0.22,0.44,0.2985
148,0.24,0.41,0.3284
223,0.26,0.35,0.4179
274,0.3,0.33,0.3284
329,0.3,0.33,0.3284
357,0.32,0.29,0.2836
379,0.34,0.27,0.2836
406,0.34,0.25,0.0
390,0.36,0.23,0.0
354,0.36,0.23,0.0
297,0.36,0.21,0.0896
184,0.34,0.25,0.0
121,0.32,0.33,0.1343
110,0.3,0.39,0.2239
100,0.26,0.44,0.1642
83,0.26,0.41,0.194
69,0.26,0.44,0.0896
61,0.24,0.52,0.1642
66,0.24,0.6,0.1343
22,0.24,0.6,0.1343
7,0.24,0.6,0.1642
10,0.24,0.7,0.1642
17,0.22,0.69,0.1343
72,0.22,0.69,0.1343
90,0.26,0.6,0.2239
218,0.32,0.49,0.2836
299,0.36,0.43,0.2836
410,0.4,0.37,0.2985
464,0.42,0.41,0.2985
501,0.46,0.31,0.2836
487,0.5,0.29,0.2985
509,0.5,0.31,0.3582
498,0.52,0.27,0.2985
389,0.52,0.29,0.2836
258,0.5,0.31,0.2836
171,0.44,0.47,0.2239
147,0.42,0.54,0.2239
94,0.4,0.54,0.194
52,0.4,0.5,0.1642
24,0.38,0.54,0.194
10,0.38,0.5,0.1343
9,0.38,0.54,0.1045
2,0.36,0.5,0.1343
3,0.34,0.61,0.194
16,0.34,0.61,0.194
88,0.34,0.57,0.1045
268,0.34,0.53,0.1045
564,0.34,0.61,0.1343
281,0.38,0.54,0.1642
137,0.4,0.5,0.2239
150,0.44,0.44,0.2239
221,0.48,0.39,0.2239
250,0.54,0.32,0.2537
221,0.58,0.32,0.2836
233,0.56,0.4,0.1343
332,0.62,0.35,0.4478
644,0.62,0.38,0.4179
712,0.6,0.43,0.194
446,0.56,0.49,0.2239
286,0.56,0.49,0.2239
205,0.54,0.56,0.2239
133,0.56,0.56,0.2239
63,0.56,0.56,0.2239
26,0.56,0.52,0.194
16,0.52,0.59,0.2239
1,0.52,0.72,0.2985
2,0.52,0.72,0.2985
1,0.46,0.82,0.194
24,0.46,0.82,0.194
113,0.46,0.82,0.194
308,0.46,0.82,0.2836
593,0.46,0.82,0.2836
342,0.48,0.82,0.2836
143,0.52,0.77,0.2239
219,0.54,0.73,0.2836
244,0.6,0.6,0.2836
233,0.6,0.6,0.3881
212,0.64,0.53,0.3284
264,0.7,0.39,0.2239
365,0.72,0.34,0.3881
676,0.7,0.37,0.1045
734,0.7,0.34,0.2985
479,0.64,0.47,0.2239
351,0.6,0.49,0.1642
244,0.58,0.56,0.1045
170,0.56,0.6,0.0896
87,0.56,0.56,0.1343
39,0.54,0.6,0.1045
27,0.52,0.63,0.0896
2,0.5,0.68,0.194
4,0.48,0.72,0.194
5,0.48,0.67,0.0896
27,0.44,0.82,0.1343
121,0.44,0.82,0.0896
368,0.44,0.82,0.1045
662,0.44,0.82,0.0
351,0.52,0.68,0.0
188,0.56,0.56,0.1045
220,0.62,0.41,0.1642
267,0.64,0.29,0.0
254,0.66,0.27,0.2239
224,0.7,0.23,0.3284
283,0.7,0.24,0.0
356,0.72,0.25,0.194
782,0.7,0.28,0.0896
749,0.7,0.32,0.0
472,0.64,0.33,0.1642
330,0.62,0.35,0.1045
288,0.6,0.4,0.0896
202,0.52,0.55,0.1343
91,0.56,0.43,0.1642
60,0.54,0.49,0.1343
23,0.5,0.59,0.1045
19,0.5,0.59,0.0
7,0.5,0.63,0.0
14,0.44,0.77,0.1045
26,0.46,0.67,0.0
117,0.44,0.72,0.0896
381,0.44,0.72,0.0896
623,0.44,0.77,0.1045
315,0.48,0.77,0.0896
164,0.52,0.68,0.1045
211,0.56,0.6,0.1343
265,0.62,0.5,0.1343
273,0.66,0.41,0.0896
258,0.72,0.3,0.1045
287,0.72,0.32,0.2239
426,0.72,0.37,0.3881
713,0.7,0.39,0.2537
746,0.66,0.44,0.2836
425,0.64,0.5,0.194
330,0.58,0.6,0.3582
243,0.54,0.68,0.2836
169,0.52,0.68,0.1343
97,0.48,0.72,0.194
57,0.44,0.77,0.2537
26,0.42,0.82,0.3284
4,0.42,0.82,0.194
3,0.4,0.87,0.2836
3,0.4,0.87,0.2537
32,0.4,0.87,0.2239
99,0.4,0.87,0.1642
278,0.4,0.87,0.194
562,0.4,0.87,0.2239
312,0.42,0.82,0.0
180,0.4,0.87,0.0896
207,0.44,0.77,0.0
294,0.44,0.82,0.1343
260,0.46,0.77,0.0896
202,0.48,0.72,0.0
107,0.46,0.82,0.1045
129,0.48,0.77,0.0
258,0.48,0.82,0.0896
408,0.48,0.82,0.0896
296,0.46,0.88,0.0
235,0.46,0.88,0.0
152,0.44,0.94,0.0
148,0.44,0.94,0.0
126,0.44,0.94,0.0
100,0.44,0.94,0.0896
69,0.44,0.94,0.0
42,0.44,0.88,0.0
26,0.44,0.88,0.0
2,0.42,0.94,0.0
8,0.42,0.94,0.0896
30,0.42,0.94,0.194
86,0.4,1.0,0.1343
218,0.42,0.94,0.1045
321,0.44,0.88,0.0896
443,0.5,0.77,0.0896
585,0.52,0.77,0.1343
651,0.56,0.68,0.1642
686,0.6,0.6,0.1045
690,0.62,0.53,0.0896
679,0.64,0.53,0.1343
685,0.64,0.5,0.0
648,0.64,0.5,0.1343
560,0.62,0.57,0.2985
417,0.58,0.64,0.2836
271,0.56,0.64,0.194
223,0.54,0.68,0.1642
211,0.54,0.68,0.0
185,0.5,0.77,0.1642
107,0.46,0.88,0.194
113,0.46,0.82,0.1343
56,0.46,0.82,0.1045
18,0.44,0.88,0.1343
14,0.42,0.94,0.1642
6,0.4,0.94,0.1045
11,0.4,0.94,0.1045
42,0.42,0.88,0.1642
96,0.42,0.88,0.1045
178,0.42,0.88,0.0896
351,0.42,0.88,0.1045
368,0.44,0.82,0.1642
503,0.44,0.88,0.1343
544,0.46,0.82,0.1642
521,0.5,0.77,0.0896
554,0.54,0.68,0.0896
541,0.54,0.73,0.0896
541,0.56,0.64,0.0896
459,0.56,0.64,0.1642
352,0.56,0.64,0.1642
198,0.52,0.77,0.1343
173,0.52,0.72,0.0896
100,0.5,0.77,0.1045
46,0.48,0.82,0.1642
23,0.48,0.82,0.1045
15,0.46,0.88,0.1045
8,0.46,0.88,0.1642
2,0.46,0.88,0.0896
3,0.44,0.94,0.0
31,0.44,0.94,0.0
120,0.46,0.88,0.1343
354,0.46,0.88,0.194
579,0.46,0.88,0.1045
331,0.5,0.72,0.1642
184,0.52,0.72,0.1343
201,0.56,0.68,0.1642
282,0.6,0.64,0.2537
263,0.62,0.61,0.2537
260,0.64,0.57,0.194
286,0.64,0.57,0.2239
385,0.66,0.5,0.2239
721,0.64,0.53,0.2239
801,0.64,0.57,0.2537
549,0.62,0.61,0.2239
330,0.6,0.64,0.2239
223,0.6,0.64,0.1642
148,0.56,0.73,0.1642
54,0.56,0.78,0.1343
29,0.56,0.78,0.0896
15,0.54,0.88,0.0
10,0.54,0.88,0.0896
3,0.54,0.88,0.0
6,0.52,0.88,0.1343
20,0.52,0.94,0.0
100,0.52,0.94,0.1642
170,0.52,0.94,0.2239
516,0.52,0.88,0.1045
325,0.54,0.88,0.1642
163,0.54,0.88,0.194
230,0.58,0.83,0.1343
261,0.6,0.78,0.2537
284,0.6,0.78,0.194
248,0.6,0.73,0.1642
244,0.62,0.69,0.1045
431,0.62,0.66,0.2239
750,0.6,0.73,0.194
801,0.6,0.69,0.2537
555,0.58,0.73,0.1343
377,0.58,0.68,0.0896
277,0.56,0.73,0.0
188,0.54,0.77,0.0
90,0.52,0.83,0.0
33,0.52,0.88,0.0
26,0.52,0.83,0.0896
10,0.5,0.88,0.1343
8,0.5,0.88,0.194
4,0.5,0.88,0.1343
39,0.5,0.88,0.1343
149,0.48,0.94,0.2239
372,0.48,0.94,0.194
535,0.48,0.94,0.1045
293,0.5,0.88,0.1642
154,0.52,0.83,0.1642
192,0.52,0.83,0.1642
229,0.54,0.77,0.0
303,0.54,0.83,0.0
225,0.56,0.78,0.0
243,0.56,0.78,0.0
378,0.58,0.73,0.0
729,0.6,0.69,0.0896
779,0.6,0.69,0.0
582,0.6,0.64,0.0
374,0.56,0.78,0.0896
251,0.54,0.83,0.1045
197,0.52,0.83,0.1642
125,0.54,0.77,0.0
41,0.52,0.83,0.0896
